0.000213,0.989435
0.000125,0.995147
0.000163,0.994023
0.000115,0.996498
0.000133,0.990856
0.000074,0.996442
0.000149,0.988997
0.000109,0.992312
0.000076,0.991797
0.000073,0.994749
0.000105,0.990575
0.000055,0.996114
0.000157,0.991451
0.000053,0.994134
0.000197,0.993802
0.000081,0.992877
0.000082,0.988656
0.000086,0.988709
0.000020,0.995887
0.000093,0.991880
0.000018,0.996702
0.000067,0.993595
0.000029,0.994240
0.000221,0.991054
0.000061,0.995447
0.000036,0.994868
0.000046,0.990809
0.000099,0.992702
0.000048,0.994313
0.000030,0.993820
0.000047,0.992468
0.000028,0.994426
0.000054,0.995651
0.000077,0.991035
0.000026,0.996491
0.000052,0.991722
0.000032,0.995099
0.000037,0.991598
0.000018,0.995149
0.000044,0.991307
0.000052,0.993413
0.000043,0.994572
0.000019,0.991301
0.000052,0.989930
0.000026,0.992151
0.000011,0.995043
0.000025,0.990463
0.000040,0.991691
0.000025,0.994325
0.000023,0.991682
0.000044,0.992769
0.000016,0.994688
0.000021,0.992994
0.000035,0.990586
0.000062,0.996488
0.000021,0.995005
0.000025,0.995219
0.000026,0.996030
0.000006,0.996985
0.000019,0.996860
0.000011,0.996119
0.000011,0.994402
0.000031,0.991445
0.000009,0.994831
0.000038,0.993885
0.000016,0.996061
0.000307,0.989523
0.000031,0.991663
0.000091,0.989871
0.000028,0.995643
0.000029,0.994063
0.000011,0.995931
0.000030,0.990367
0.000043,0.992586
0.000086,0.991900
0.000030,0.995087
0.000013,0.993747
0.000013,0.994337
0.000035,0.996691
0.000015,0.993814
0.000035,0.990842
0.000025,0.995464
0.000018,0.993205
0.000011,0.991543
0.000019,0.993158
0.000024,0.991850
0.000022,0.986965
0.000014,0.994286
0.000016,0.995634
0.000029,0.989344
0.000013,0.994699
0.000020,0.993843
0.000015,0.993945
0.000022,0.993647
0.000016,0.991159
0.000011,0.996310
0.000012,0.994028
0.000025,0.991973
0.000032,0.992321
0.000023,0.989675
0.000052,0.993447
0.000017,0.995535
0.000017,0.993318
0.000051,0.993290
0.000018,0.990208
0.000018,0.990591
0.000010,0.993733
0.000014,0.992601
0.000006,0.996478
0.000031,0.991912
0.000034,0.990167
0.000020,0.995329
0.000093,0.991313
0.000030,0.995944
0.000016,0.994023
0.000019,0.994130
0.000008,0.994144
0.000021,0.991443
0.000021,0.989805
0.000014,0.992485
0.000013,0.996789
0.000013,0.988916
0.000025,0.994269
0.000053,0.990452
0.000009,0.992441
0.000014,0.994357
0.000009,0.994544
0.000009,0.991373
0.000006,0.996357
0.000015,0.989045
0.000016,0.994557
0.000011,0.993770
0.000006,0.995832
0.000015,0.990970
0.000012,0.994243
0.000013,0.989256
0.000006,0.993661
0.000036,0.993170
0.000009,0.992074
0.000009,0.994980
0.000012,0.995145
0.000012,0.993971
0.000011,0.990689
0.000008,0.994536
0.000007,0.995151
0.000004,0.996462
0.000011,0.992961
0.000016,0.994758
0.000012,0.991895
0.000012,0.993897
0.000008,0.991432
0.000007,0.993918
0.000012,0.991870
0.000008,0.991618
0.000010,0.992744
0.000019,0.991233
0.000007,0.994833
0.000003,0.996289
0.000023,0.994235
0.000017,0.993798
0.000006,0.992149
0.000036,0.991113
0.000012,0.993297
0.000004,0.996175
0.000021,0.992220
0.000004,0.995883
0.000003,0.996672
0.000021,0.995511
0.000007,0.993391
0.000009,0.993610
0.000007,0.992822
0.000016,0.995430
0.000077,0.987613
0.000012,0.996722
0.000005,0.996270
0.000007,0.993075
0.000012,0.992676
0.000008,0.994188
0.000008,0.993315
0.000011,0.990145
0.000010,0.994202
0.000014,0.995307
0.000016,0.992967
0.000017,0.993649
0.000004,0.997044
0.000017,0.994468
0.000012,0.995200
0.000010,0.992198
0.000004,0.992403
0.000005,0.993504
0.000011,0.995094
0.000018,0.988908
0.000012,0.990442
0.000011,0.995526
0.000006,0.996061
0.000034,0.988538
0.000018,0.992154
0.000008,0.990963
0.000014,0.995138
0.000005,0.993182
0.000092,0.988923
0.000007,0.996955
0.000037,0.992775
0.000018,0.993775
0.000009,0.994194
0.000015,0.990905
0.000010,0.989416
0.000006,0.994202
0.000005,0.995696
0.000012,0.994146
0.000015,0.994120
0.000011,0.991238
0.000014,0.990391
0.000006,0.993773
0.000020,0.996204
0.000043,0.985479
0.000079,0.988753
0.000062,0.989890
0.000039,0.993898
0.000052,0.989904
0.000020,0.994065
0.000027,0.996616
0.000021,0.993390
0.000039,0.989672
0.000025,0.991713
0.000034,0.989948
0.000013,0.997429
